post_content,hashtags,user_mentions,datetime,sentiment_scores,sentiment,topic
international students are waiting from more than a year but there is no proper plan for students.Our futures matter. we had invested future/$ in Australia but in return we got nothing #LetUsComeToAus,LetUsComeToAus,"@abcnews, @SBSPunjabi, @ScottMorrisonMP, @AlanTudgeMP, @AJEnglish, @PeterDutton_MP",2021-02-17T08:05:39.000Z,-0.3919,negative,student support
international students are waiting from more than a year but there is no proper plan for students.Our futures matter. we had invested future/$ in Australia but in return we got nothing #LetUsComeToAus,LetUsComeToAus,"@abcnews, @SBSPunjabi, @ScottMorrisonMP, @AlanTudgeMP, @AJEnglish, @PeterDutton_MP",2021-02-17T08:05:39.000Z,-0.3919,negative,student support
"Int students from all over the world are welcomed, but still, Australia is repelling students! In order to control Corvid, you are creating serious other problems.",still_stuck_behind_Australia_borders#tired@ScottMorrisonMP@PhilHoneywood,@ScottMorrisonMP@PhilHoneywood,2020-10-14T13:39:49.000Z,-0.2003,negative,int students
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,0.7096,negative,pandemic impact
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,0.7096,negative,education rankings
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,0.7096,negative,education
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,0.7096,negative,education rankings
Before border closures now Home affairs leaving no efforts remain to destroy the glorious rankings of Australian Universities this if not taken in account will leave Australian education glory to those levels where there won't be any point of return respect ur students #VisaJuly,VisaJuly,,2022-06-26T10:27:28.000Z,0.7096,negative,student issues
[Kompas]Beasiswa Lintas Disiplin di Australia[Okezone]: Council of International Students Australia membuka pr...,,,2014-05-08T23:17:20.000Z,0.0,neutral,scholarships
[Kompas]Beasiswa Lintas Disiplin di Australia[Okezone]: Council of International Students Australia membuka pr...,,,2014-05-08T23:17:20.000Z,0.0,neutral,migration policy
"Standard international students in Australia. Not here to study. Not here to experience Australia, participate in the culture or interact with locals. Just a cheap place to live in an enclave and make more money.",,,2023-10-31T11:30:27.000Z,0.0,neutral,education quality
"Standard international students in Australia. Not here to study. Not here to experience Australia, participate in the culture or interact with locals. Just a cheap place to live in an enclave and make more money.",,,2023-10-31T11:30:27.000Z,0.0,neutral,study visa
"Standard international students in Australia. Not here to study. Not here to experience Australia, participate in the culture or interact with locals. Just a cheap place to live in an enclave and make more money.",,,2023-10-31T11:30:27.000Z,0.0,neutral,education costs
La Trobe Business School MBA Scholarship for International Students in Australia (Deadline:30/11/2013),".UmTe6JH59Co.twitter…, Paltweets",,2013-10-21T07:59:53.000Z,0.0,neutral,scholarships
La Trobe Business School MBA Scholarship for International Students in Australia (Deadline:30/11/2013),".UmTe6JH59Co.twitter…, Paltweets",,2013-10-21T07:59:53.000Z,0.0,neutral,education
La Trobe Business School MBA Scholarship for International Students in Australia (Deadline:30/11/2013),".UmTe6JH59Co.twitter…, Paltweets",,2013-10-21T07:59:53.000Z,0.0,neutral,australia deadline
"Research Scholarships for International Students in Australia, 2014  via @sharethis",,@sharethis,2013-12-27T14:34:15.000Z,0.0,neutral,scholarships
"Research Scholarships for International Students in Australia, 2014  via @sharethis",,@sharethis,2013-12-27T14:34:15.000Z,0.0,neutral,education
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,student support
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,government policy
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,education
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,education
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,international relations
I request to Australia government to open VFS and boaders for international students. Every country opened their boaders for international students except Australia. It's just not a travel ban its about students future  #Help,Help,"@ScottMorrisonMP, @ImranKhanPTI, @9NewsAUS, @SMQureshiPTI",2020-10-15T08:07:24.000Z,0.6832,neutral,student support
2014 Juris Doctor Scholarships for International Students in Australia,,,2014-01-25T19:01:52.000Z,0.0,neutral,scholarships
2014 Juris Doctor Scholarships for International Students in Australia,,,2014-01-25T19:01:52.000Z,0.0,neutral,education
2014-2015 ASI Scholarships for International Students in Australia,,,2013-11-04T13:13:32.000Z,0.0,neutral,scholarships
2014-2015 ASI Scholarships for International Students in Australia,,,2013-11-04T13:13:32.000Z,0.0,neutral,education
"Equity Scholarships for Domestic or International students, Australia  via @sharethis",,@sharethis,2013-10-29T08:00:55.000Z,0.0,neutral,scholarships
"Equity Scholarships for Domestic or International students, Australia  via @sharethis",,@sharethis,2013-10-29T08:00:55.000Z,0.0,neutral,education australia
"Most expensive education for international students : Australia, US, UK ; Cheapest : Germany",,,2013-08-13T15:04:28.000Z,0.0,neutral,education costs
"Most expensive education for international students : Australia, US, UK ; Cheapest : Germany",,,2013-08-13T15:04:28.000Z,0.0,neutral,education australia
"Most expensive education for international students : Australia, US, UK ; Cheapest : Germany",,,2013-08-13T15:04:28.000Z,0.0,neutral,education costs
the international students from australia >,,,2013-09-10T19:14:50.000Z,0.0,neutral,education
CISA Secretary Shufaa Athman presenting at the #AIEC2013 on the CISA Story Project.,AIEC2013,,2013-10-11T00:46:39.000Z,0.0,neutral,key individuals
CISA Secretary Shufaa Athman presenting at the #AIEC2013 on the CISA Story Project.,AIEC2013,,2013-10-11T00:46:39.000Z,0.0,neutral,education support
A hard working #internationalstudent who is working part time at convenient store till late every night. - ThomsonC,internationalstudent,,2013-09-26T14:08:57.000Z,-0.1027,negative,student employment
A hard working #internationalstudent who is working part time at convenient store till late every night. - ThomsonC,internationalstudent,,2013-09-26T14:08:57.000Z,-0.1027,negative,student employment
A hard working #internationalstudent who is working part time at convenient store till late every night. - ThomsonC,internationalstudent,,2013-09-26T14:08:57.000Z,-0.1027,negative,student employment
"UTS:Insearch O' Day, fellow volunteers helping out with full room of new students. Well Done guys! - ThomsonC",,,2013-09-30T02:42:32.000Z,0.5562,neutral,education
"UTS:Insearch O' Day, fellow volunteers helping out with full room of new students. Well Done guys! - ThomsonC",,,2013-09-30T02:42:32.000Z,0.5562,neutral,student accommodation
"UTS:Insearch O' Day, fellow volunteers helping out with full room of new students. Well Done guys! - ThomsonC",,,2013-09-30T02:42:32.000Z,0.5562,neutral,international students
"UTS:Insearch O' Day, fellow volunteers helping out with full room of new students. Well Done guys! - ThomsonC",,,2013-09-30T02:42:32.000Z,0.5562,neutral,general information
America Is The 2nd Most Expensive Country In The World For International Students,"Australia, cost, Germany, HSBC",,2013-08-16T16:30:23.000Z,0.0,neutral,education costs
America Is The 2nd Most Expensive Country In The World For International Students,"Australia, cost, Germany, HSBC",,2013-08-16T16:30:23.000Z,0.0,neutral,education
High Satisfaction Rate Among International Students in Australia  via @inform_ed,,@inform_ed,2013-07-01T05:13:31.000Z,0.4404,neutral,education
High Satisfaction Rate Among International Students in Australia  via @inform_ed,,@inform_ed,2013-07-01T05:13:31.000Z,0.4404,neutral,education
"Attending #EAConf13 with CISA Secretary @Sathmanerrey entitled ""It's still about the students..."" - ThomsonC",EAConf13,@Sathmanerrey,2013-09-26T00:47:37.000Z,0.2732,neutral,key individuals
"Attending #EAConf13 with CISA Secretary @Sathmanerrey entitled ""It's still about the students..."" - ThomsonC",EAConf13,@Sathmanerrey,2013-09-26T00:47:37.000Z,0.2732,neutral,education
Australia the world's most expensive destination for international students,,,2013-08-13T04:17:56.000Z,0.0,neutral,education costs
Australia the world's most expensive destination for international students,,,2013-08-13T04:17:56.000Z,0.0,neutral,education
"Am ready for protest in delhi about international students for Australia. who is with me, contact me on my Instagram id smarty______0002","LetUsBackAus, Australia, 18years, InternationalStudentsAustralia","@DayaLArshP61, @ScottMorrisonMP, @AlanTudgeMP, @letusbacktoaus, @letusbacktoaus",2021-06-18T18:16:11.000Z,0.128,neutral,education
"Am ready for protest in delhi about international students for Australia. who is with me, contact me on my Instagram id smarty______0002","LetUsBackAus, Australia, 18years, InternationalStudentsAustralia","@DayaLArshP61, @ScottMorrisonMP, @AlanTudgeMP, @letusbacktoaus, @letusbacktoaus",2021-06-18T18:16:11.000Z,0.128,neutral,general information
"Let #InternationalStudentsAustralia come. They are not just students, they have been through tough times to ultimately determine their future. They are in limbo just in the turning point of their lives. Don't let COVID ruins our lives",InternationalStudentsAustralia,"@ScottMorrisonMP, @AlanTudgeMP, @PhilHoneywood",2020-10-30T20:12:56.000Z,0.2278,neutral,student issues
"Let #InternationalStudentsAustralia come. They are not just students, they have been through tough times to ultimately determine their future. They are in limbo just in the turning point of their lives. Don't let COVID ruins our lives",InternationalStudentsAustralia,"@ScottMorrisonMP, @AlanTudgeMP, @PhilHoneywood",2020-10-30T20:12:56.000Z,0.2278,neutral,key events
"Let #InternationalStudentsAustralia come. They are not just students, they have been through tough times to ultimately determine their future. They are in limbo just in the turning point of their lives. Don't let COVID ruins our lives",InternationalStudentsAustralia,"@ScottMorrisonMP, @AlanTudgeMP, @PhilHoneywood",2020-10-30T20:12:56.000Z,0.2278,neutral,student issues
"Let #InternationalStudentsAustralia come. They are not just students, they have been through tough times to ultimately determine their future. They are in limbo just in the turning point of their lives. Don't let COVID ruins our lives",InternationalStudentsAustralia,"@ScottMorrisonMP, @AlanTudgeMP, @PhilHoneywood",2020-10-30T20:12:56.000Z,0.2278,neutral,pandemic impact
MBA Scholarships for Domestic and International Students in Australia,,,2013-09-21T02:34:45.000Z,0.0,neutral,scholarships
MBA Scholarships for Domestic and International Students in Australia,,,2013-09-21T02:34:45.000Z,0.0,neutral,education
RT @Beerkens: Graphic: domestic and international students in Australia 1990-2011 (source:,,@Beerkens:,2013-01-20T13:07:26.000Z,0.0,neutral,education news
RT @Beerkens: Graphic: domestic and international students in Australia 1990-2011 (source:,,@Beerkens:,2013-01-20T13:07:26.000Z,0.0,neutral,education
"Endeavour Vocational Education and Training (VET) Award for International Students in Australia, 2014...",,,2013-06-03T19:12:59.000Z,0.5423,neutral,vocational education
"Endeavour Vocational Education and Training (VET) Award for International Students in Australia, 2014...",,,2013-06-03T19:12:59.000Z,0.5423,neutral,vocational education
"Endeavour Vocational Education and Training (VET) Award for International Students in Australia, 2014...",,,2013-06-03T19:12:59.000Z,0.5423,neutral,education
Should the SRC affiliate to Council of International Students Australia & Council of Australian Postgraduate Associations #AdelaideSRC,AdelaideSRC,,2013-03-15T08:09:45.000Z,0.0,neutral,education
Should the SRC affiliate to Council of International Students Australia & Council of Australian Postgraduate Associations #AdelaideSRC,AdelaideSRC,,2013-03-15T08:09:45.000Z,0.0,neutral,education
Should the SRC affiliate to Council of International Students Australia & Council of Australian Postgraduate Associations #AdelaideSRC,AdelaideSRC,,2013-03-15T08:09:45.000Z,0.0,neutral,education
Another post to help international students study in Australia If You Want To Study In Aust...,,,2013-04-16T08:51:47.000Z,0.4588,neutral,education
Australia needs more international students who contribute $10 billion/year to the economy.,,,2013-04-17T04:44:45.000Z,0.0,neutral,migration policy
Australia needs more international students who contribute $10 billion/year to the economy.,,,2013-04-17T04:44:45.000Z,0.0,neutral,education
Looking for international students in Australia to be part of a welcome video...Please DM please,,,2013-06-24T02:25:20.000Z,0.6486,positive,education
"PhD scholarships for international Students in Australia, 2014 : 2013 ...",,,2013-06-08T13:58:02.000Z,0.0,neutral,scholarships
"PhD scholarships for international Students in Australia, 2014 : 2013 ...",,,2013-06-08T13:58:02.000Z,0.0,neutral,education
TOMORROW: Your opportunity to hear about opportunities for International students in Australia and overseas...,,,2013-04-02T05:58:12.000Z,0.6597,positive,education
Master's Scholarships for International Students in Australia : 201...,,,2013-04-23T13:44:56.000Z,0.0,neutral,scholarships
Master's Scholarships for International Students in Australia : 201...,,,2013-04-23T13:44:56.000Z,0.0,neutral,education
Study Abroad Excellence Scholarships for International Students in Australia (Deadline:30/6/2013),.Ub7AVjSxMNU.twitter…,,2013-06-17T07:53:15.000Z,0.6249,positive,scholarships
Study Abroad Excellence Scholarships for International Students in Australia (Deadline:30/6/2013),.Ub7AVjSxMNU.twitter…,,2013-06-17T07:53:15.000Z,0.6249,positive,education
Study Abroad Excellence Scholarships for International Students in Australia (Deadline:30/6/2013),.Ub7AVjSxMNU.twitter…,,2013-06-17T07:53:15.000Z,0.6249,positive,australia deadline
"515,853 fee paying international students enrolled in Australia 2012. 6.9% decline; and 5.6% commencements decrease",,,2013-02-11T04:41:23.000Z,0.0,neutral,education
"Graduate Scholarships for International Students in Australia,2013 ...: College of Business and Economics of A...",,,2013-05-08T13:12:02.000Z,0.0,neutral,scholarships
"Graduate Scholarships for International Students in Australia,2013 ...: College of Business and Economics of A...",,,2013-05-08T13:12:02.000Z,0.0,neutral,education
WATCH @abcnews Nightline report on exploitation and bullying of international #students in Australia:  #ausunions,"students, ausunions",@abcnews,2013-05-24T06:35:27.000Z,-0.5994,negative,news
WATCH @abcnews Nightline report on exploitation and bullying of international #students in Australia:  #ausunions,"students, ausunions",@abcnews,2013-05-24T06:35:27.000Z,-0.5994,negative,education
WATCH @abcnews Nightline report on exploitation and bullying of international #students in Australia:  #ausunions,"students, ausunions",@abcnews,2013-05-24T06:35:27.000Z,-0.5994,negative,government policy
Scholarships for International Students in Australia...,,,2013-02-13T05:42:37.000Z,0.0,neutral,education
"Scholarships for High Achieving International Students in Australia, 2013...",,,2013-05-30T05:25:02.000Z,0.0,neutral,education
CISA (Council of International Students Australia) are looking for volunteers for their conference in July. See...,,,2013-06-13T07:22:54.000Z,0.0,neutral,education
CISA (Council of International Students Australia) are looking for volunteers for their conference in July. See...,,,2013-06-13T07:22:54.000Z,0.0,neutral,education australia
Juris Doctor (JD) Scholarship for International Students in Australia,,,2013-06-25T01:33:34.000Z,0.0,neutral,scholarships
Juris Doctor (JD) Scholarship for International Students in Australia,,,2013-06-25T01:33:34.000Z,0.0,neutral,education
Met some great new GTownU International students from Australia <3 and London <3 #perksofajob,perksofajob,,2012-08-23T00:00:10.000Z,0.872,positive,education
Met some great new GTownU International students from Australia <3 and London <3 #perksofajob,perksofajob,,2012-08-23T00:00:10.000Z,0.872,positive,education
International Students: Australia offers an example of some of the pitfalls. It ranks third after the USA and UK in international market.,,,2012-11-12T21:30:21.000Z,0.0,neutral,education australia
International Students: Australia offers an example of some of the pitfalls. It ranks third after the USA and UK in international market.,,,2012-11-12T21:30:21.000Z,0.0,neutral,education
"Macquarie University Australia 2012 Scholarship for International Students: Macquarie University, Australia Scho...",,,2012-10-04T15:25:04.000Z,0.0,neutral,macquarie university australia
"Macquarie University Australia 2012 Scholarship for International Students: Macquarie University, Australia Scho...",,,2012-10-04T15:25:04.000Z,0.0,neutral,education
Australia Introduces Bill to Protect International Sudents: Number of International students going to Australia ...,,,2012-10-18T11:32:14.000Z,0.4404,neutral,government policy
Australia Introduces Bill to Protect International Sudents: Number of International students going to Australia ...,,,2012-10-18T11:32:14.000Z,0.4404,neutral,international students
Australia Introduces Bill to Protect International Sudents: Number of International students going to Australia ...,,,2012-10-18T11:32:14.000Z,0.4404,neutral,education
Report finds international students in Australia exploited by large retail corps like Westfield:,"wageslavery, auspol",,2012-11-26T22:54:26.000Z,-0.128,negative,education
Report finds international students in Australia exploited by large retail corps like Westfield:,"wageslavery, auspol",,2012-11-26T22:54:26.000Z,-0.128,negative,employment
International students can help Australia to prosper in the 'Asian Century',,,2012-10-12T23:08:39.000Z,0.4019,neutral,education
International students can help Australia to prosper in the 'Asian Century',,,2012-10-12T23:08:39.000Z,0.4019,neutral,international relations
International Students in Australia Are Discovering Carrick Institute In Brisbane  #emprendimiento,emprendimiento,,2012-11-27T09:04:23.000Z,0.0,neutral,education
International Students in Australia Are Discovering Carrick Institute In Brisbane  #emprendimiento,emprendimiento,,2012-11-27T09:04:23.000Z,0.0,neutral,education
International Students in Australia Are Discovering Carrick Institute In Brisbane  #emprendimiento,emprendimiento,,2012-11-27T09:04:23.000Z,0.0,neutral,key events
AUMS-Newsblog: Australia -| International students entitled to local benefits: International students entitled to...,,,2012-08-17T02:05:03.000Z,0.7003,positive,news
AUMS-Newsblog: Australia -| International students entitled to local benefits: International students entitled to...,,,2012-08-17T02:05:03.000Z,0.7003,positive,education
AUMS-Newsblog: Australia -| International students entitled to local benefits: International students entitled to...,,,2012-08-17T02:05:03.000Z,0.7003,positive,migration policy
AUMS-Newsblog: Australia -| International students entitled to local benefits: International students entitled to...,,,2012-08-17T02:05:03.000Z,0.7003,positive,education
Decline in international students studying in Australia  #HigherEd,HigherEd,,2013-01-10T14:12:01.000Z,0.0,neutral,education
International students can help Australia to prosper in the 'Asian Century'  #agchatoz,agchatoz,,2012-10-12T23:29:55.000Z,0.4019,neutral,education
International students can help Australia to prosper in the 'Asian Century'  #agchatoz,agchatoz,,2012-10-12T23:29:55.000Z,0.4019,neutral,international relations agchatoz
"2012 River Management Young Achievers Award for International Students, Australia via Funds for ...",,,2012-05-29T05:10:44.000Z,0.5423,neutral,river management
"2012 River Management Young Achievers Award for International Students, Australia via Funds for ...",,,2012-05-29T05:10:44.000Z,0.5423,neutral,young achievers
"2012 River Management Young Achievers Award for International Students, Australia via Funds for ...",,,2012-05-29T05:10:44.000Z,0.5423,neutral,education australia
"New: Subject: John & Robin de Laeter Scholarship for International Students, Australia, 2013(Deadline...  #Paltweets",Paltweets,,2012-09-07T07:16:37.000Z,0.0,neutral,education
"New: Subject: John & Robin de Laeter Scholarship for International Students, Australia, 2013(Deadline...  #Paltweets",Paltweets,,2012-09-07T07:16:37.000Z,0.0,neutral,scholarships
"New: Subject: John & Robin de Laeter Scholarship for International Students, Australia, 2013(Deadline...  #Paltweets",Paltweets,,2012-09-07T07:16:37.000Z,0.0,neutral,education australia
"New: Subject: John & Robin de Laeter Scholarship for International Students, Australia, 2013(Deadline...  #Paltweets",Paltweets,,2012-09-07T07:16:37.000Z,0.0,neutral,scholarships
Call for Application-Scholarships for International Students at University of Western Australia ...,,,2012-06-18T03:10:41.000Z,0.0,neutral,scholarships
Call for Application-Scholarships for International Students at University of Western Australia ...,,,2012-06-18T03:10:41.000Z,0.0,neutral,education
Call for Application-Scholarships for International Students at University of Western Australia ...,,,2012-06-18T03:10:41.000Z,0.0,neutral,regional visa
ohh la la new international students from Australia... God do I LOVE accentsssss!!,,,2012-08-20T16:22:26.000Z,0.8233,positive,new education
ohh la la new international students from Australia... God do I LOVE accentsssss!!,,,2012-08-20T16:22:26.000Z,0.8233,positive,key events
Four successful appointments today. All to do with international students. Just so important for Australia!,,,2013-01-11T06:57:18.000Z,0.7549,positive,employment
Four successful appointments today. All to do with international students. Just so important for Australia!,,,2013-01-11T06:57:18.000Z,0.7549,positive,education
ESOS Guidelines for international students in Australia,,,2011-10-24T15:16:52.000Z,0.0,neutral,education
ESOS Guidelines for international students in Australia,,,2011-10-24T15:16:52.000Z,0.0,neutral,education
"2012 River Management Young Achievers Award for International Students, Australia: Thiess Services and Internati...",,,2012-05-24T09:07:05.000Z,0.5423,neutral,river management
"2012 River Management Young Achievers Award for International Students, Australia: Thiess Services and Internati...",,,2012-05-24T09:07:05.000Z,0.5423,neutral,young achievers
"2012 River Management Young Achievers Award for International Students, Australia: Thiess Services and Internati...",,,2012-05-24T09:07:05.000Z,0.5423,neutral,education
"MUIS Full Scholarships for International Students at Macquarie University, Australia....",,,2012-02-23T23:00:33.000Z,0.0,neutral,scholarships
"MUIS Full Scholarships for International Students at Macquarie University, Australia....",,,2012-02-23T23:00:33.000Z,0.0,neutral,education
"MUIS Full Scholarships for International Students at Macquarie University, Australia....",,,2012-02-23T23:00:33.000Z,0.0,neutral,macquarie university australia
Welcome boat people. Go home international students. Australia 2012.,,,2012-01-19T10:48:58.000Z,0.4588,positive,migration policy
Welcome boat people. Go home international students. Australia 2012.,,,2012-01-19T10:48:58.000Z,0.4588,positive,education australia
Common Problems for International Students in Australia :)  study in australia,,,2011-10-23T20:30:47.000Z,0.0772,negative,student issues
Common Problems for International Students in Australia :)  study in australia,,,2011-10-23T20:30:47.000Z,0.0772,negative,education
Common Problems for International Students in Australia :)  study in australia,,,2011-10-23T20:30:47.000Z,0.0772,negative,study visa
"surprisingly enough heaps of em' pay that + almost 35-40k for bachelors degree, that's for international students in australia.",,,2012-02-03T07:46:34.000Z,0.2023,neutral,student issues
"surprisingly enough heaps of em' pay that + almost 35-40k for bachelors degree, that's for international students in australia.",,,2012-02-03T07:46:34.000Z,0.2023,neutral,education
"surprisingly enough heaps of em' pay that + almost 35-40k for bachelors degree, that's for international students in australia.",,,2012-02-03T07:46:34.000Z,0.2023,neutral,education
"Australian Leadership Award Scholarships for International Students at Australia, 2012",,,2012-04-18T15:52:22.000Z,0.5423,positive,scholarships
"Australian Leadership Award Scholarships for International Students at Australia, 2012",,,2012-04-18T15:52:22.000Z,0.5423,positive,education
"Australia Jobs: Lecturer/Senior Lecturer in Nursing / Coordinator, International Students",,,2012-01-13T01:10:30.000Z,0.0,neutral,employment
"Australia Jobs: Lecturer/Senior Lecturer in Nursing / Coordinator, International Students",,,2012-01-13T01:10:30.000Z,0.0,neutral,education
Australia Shifts Gears to Attract International Students,,,2011-10-21T15:16:34.000Z,0.3612,neutral,government policy
Australia Shifts Gears to Attract International Students,,,2011-10-21T15:16:34.000Z,0.3612,neutral,education
Elysia does Sarawak proud with top award: The awards recognise international students in South Australia across ...,,,2011-10-19T02:28:21.000Z,0.886,positive,key events
Elysia does Sarawak proud with top award: The awards recognise international students in South Australia across ...,,,2011-10-19T02:28:21.000Z,0.886,positive,key events
Elysia does Sarawak proud with top award: The awards recognise international students in South Australia across ...,,,2011-10-19T02:28:21.000Z,0.886,positive,education
International students teach Australia to be better: Former High Court Judge Michael Kirby  via @meldmagazine,,@meldmagazine,2011-11-10T00:59:18.000Z,0.4404,neutral,education
International students teach Australia to be better: Former High Court Judge Michael Kirby  via @meldmagazine,,@meldmagazine,2011-11-10T00:59:18.000Z,0.4404,neutral,key individuals
"ICE WaRM Postgraduate Scholarships in Water Resource Management for International Students, Australia",,,2012-02-12T03:07:50.000Z,0.2263,neutral,scholarships
"ICE WaRM Postgraduate Scholarships in Water Resource Management for International Students, Australia",,,2012-02-12T03:07:50.000Z,0.2263,neutral,vocational education
"ICE WaRM Postgraduate Scholarships in Water Resource Management for International Students, Australia",,,2012-02-12T03:07:50.000Z,0.2263,neutral,education australia
"Scholarship Position Scolarships from Australia for International students Today,April 27th,2012: Deadline: -1 M...",,,2012-04-27T05:07:50.000Z,0.0,neutral,scholarships
"Scholarship Position Scolarships from Australia for International students Today,April 27th,2012: Deadline: -1 M...",,,2012-04-27T05:07:50.000Z,0.0,neutral,education
"Scholarship Position Scolarships from Australia for International students Today,April 27th,2012: Deadline: -1 M...",,,2012-04-27T05:07:50.000Z,0.0,neutral,key events
Jobs Home Stay Coordinator (International Students) - AUSTRALIA AU - Queensland - Brisbane,,,2012-04-04T11:31:56.000Z,0.0,neutral,employment
Jobs Home Stay Coordinator (International Students) - AUSTRALIA AU - Queensland - Brisbane,,,2012-04-04T11:31:56.000Z,0.0,neutral,education
Australian Institute of Criminology Report on crimes against International students in Australia 2005-2009 -,,,2011-08-13T13:57:06.000Z,0.0,neutral,education
Australian Institute of Criminology Report on crimes against International students in Australia 2005-2009 -,,,2011-08-13T13:57:06.000Z,0.0,neutral,news
Australian Institute of Criminology Report on crimes against International students in Australia 2005-2009 -,,,2011-08-13T13:57:06.000Z,0.0,neutral,education
"RT @free4study: Swinburne Research Scholarships for International Students, Australia",,@free4study:,2010-10-10T19:30:47.000Z,0.0,neutral,rt free4study swinburne scholarships
"RT @free4study: Swinburne Research Scholarships for International Students, Australia",,@free4study:,2010-10-10T19:30:47.000Z,0.0,neutral,education australia
"RT @newscholarships: Full Tuition Scholarships for International Students, Australia | DAAD Research Fellowships in ...",,@newscholarships:,2011-05-30T07:22:22.000Z,0.0,neutral,scholarships
"RT @newscholarships: Full Tuition Scholarships for International Students, Australia | DAAD Research Fellowships in ...",,@newscholarships:,2011-05-30T07:22:22.000Z,0.0,neutral,scholarships
"RT @newscholarships: Full Tuition Scholarships for International Students, Australia | DAAD Research Fellowships in ...",,@newscholarships:,2011-05-30T07:22:22.000Z,0.0,neutral,scholarships
"interested?? 2012 Civil Engineering Scholarship for International Students, Australia:College Scholarships, P..",,,2011-05-19T07:37:00.000Z,0.4696,neutral,scholarships
"interested?? 2012 Civil Engineering Scholarship for International Students, Australia:College Scholarships, P..",,,2011-05-19T07:37:00.000Z,0.4696,neutral,scholarships
Analysis of crime data against international students in Australia,,,2011-08-18T03:13:00.000Z,-0.5423,negative,news
Analysis of crime data against international students in Australia,,,2011-08-18T03:13:00.000Z,-0.5423,negative,education
Crimes against international students Australia 2005-2009 ...,,,2011-08-12T11:27:21.000Z,0.0,neutral,education australia
"This year, we welcome 35 new international students from Europe, Asia, Africa, Australia, North America (Canada & Jamaica).",,,2011-08-16T15:32:01.000Z,0.4588,neutral,new education
"This year, we welcome 35 new international students from Europe, Asia, Africa, Australia, North America (Canada & Jamaica).",,,2011-08-16T15:32:01.000Z,0.4588,neutral,international relations
"This year, we welcome 35 new international students from Europe, Asia, Africa, Australia, North America (Canada & Jamaica).",,,2011-08-16T15:32:01.000Z,0.4588,neutral,international relations
Motorcycle Maintenance / Repair Courses Australia: International students: List of top Australia motorcycle main...,,,2011-03-28T16:33:31.000Z,0.2023,neutral,vocational education
Motorcycle Maintenance / Repair Courses Australia: International students: List of top Australia motorcycle main...,,,2011-03-28T16:33:31.000Z,0.2023,neutral,education
Motorcycle Maintenance / Repair Courses Australia: International students: List of top Australia motorcycle main...,,,2011-03-28T16:33:31.000Z,0.2023,neutral,migration policy
The worst international students australia has ever had @_spookie and @boneless_tooth if only our rents we're here to witness!,,"@_spookie, @boneless_tooth",2011-04-07T12:45:18.000Z,-0.6588,negative,education australia
"IDP Education Opens UK Doors for International Students: MELBOURNE, Australia, March 4, 2011 /PRNewswire/ IDP Ed...",,,2011-03-04T09:36:15.000Z,0.0,neutral,education
"IDP Education Opens UK Doors for International Students: MELBOURNE, Australia, March 4, 2011 /PRNewswire/ IDP Ed...",,,2011-03-04T09:36:15.000Z,0.0,neutral,international relations
"IDP Education Opens UK Doors for International Students: MELBOURNE, Australia, March 4, 2011 /PRNewswire/ IDP Ed...",,,2011-03-04T09:36:15.000Z,0.0,neutral,migration policy
